"artist","song","first_app","first_year","last_app","last_year","weeks","highest_spot","lowest_spot","length_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_track_popularity"
"Travis Scott","Antidote",2015-09-26,2015,2016-03-19,2016,26,16,75,262693,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4,78
"Ed Sheeran & Travis Scott","Antisocial",2019-07-27,2019,2019-08-17,2019,4,37,88,161746,0.715,0.823,5,-5.313,0,0.0495,0.133,0,0.361,0.91,151.956,4,77
"Jason Aldean","Any Ol' Barstool",2017-02-11,2017,2017-06-10,2017,18,52,100,203293,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,4,67
"Young Thug Featuring Nicki Minaj","Anybody",2018-04-28,2018,2018-04-28,2018,1,89,89,254946,0.899,0.467,11,-8.608,0,0.175,0.0407,2.8e-06,0.132,0.475,120.038,4,67
"Demi Lovato","Anyone",2020-02-08,2020,2020-02-15,2020,2,34,56,227785,0.578,0.386,11,-6.338,1,0.0385,0.875,0,0.108,0.321,86.075,5,62
"Justin Bieber","Anyone",2021-01-16,2021,2021-05-08,2021,17,6,87,190779,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4,0
"Florida Georgia Line","Anything Goes",2014-10-11,2014,2015-11-28,2015,18,55,98,218866,0.462,0.977,0,-3.805,1,0.045,0.00172,0,0.352,0.746,154.038,4,65
"J. Cole","Apparently",2015-01-03,2015,2015-04-18,2015,16,58,99,293040,0.801,0.543,5,-9.236,1,0.091,0.564,0,0.116,0.534,133.982,4,70
"Pop Smoke","AP",2021-03-13,2021,2021-03-20,2021,2,64,99,171891,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,0.634,148.014,4,80
"Duncan Laurence","Arcade",2021-04-17,2021,2021-05-29,2021,6,78,100,183624,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3,87
"Gunna","Argentina",2020-06-06,2020,2020-06-06,2020,1,67,67,149133,0.804,0.725,1,-9.463,1,0.0838,0.0912,0,0.0708,0.356,139.967,4,59
"Juice WRLD","Armed And Dangerous",2018-11-24,2018,2019-03-16,2019,17,44,82,169999,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,4,86
"21 Savage","ASMR",2019-01-05,2019,2019-01-05,2019,1,95,95,171713,0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,4,66
"Masked Wolf","Astronaut In The Ocean",2021-02-27,2021,2021-05-29,2021,14,6,68,132780,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4,96
"Future & Juice WRLD","Astronauts",2018-11-03,2018,2018-11-03,2018,1,82,82,169920,0.732,0.586,1,-7.868,1,0.232,0.0402,2.66e-06,0.121,0.73,76.48,4,69
"Travis Scott","Astrothunder",2018-08-18,2018,2018-08-18,2018,1,48,48,142969,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,4,75
"Sundance Head","At Last",2016-12-31,2016,2016-12-31,2016,1,89,89,207853,0.419,0.555,2,-5.531,1,0.0275,0.228,0,0.113,0.375,101.667,3,22
"Machine Gun Kelly Featuring Hailee Steinfeld","At My Best",2017-04-08,2017,2017-06-10,2017,8,60,98,199973,0.524,0.772,7,-6.696,0,0.152,0.00273,0.000169,0.224,0.237,169.855,4,64
"J. Cole","ATM",2018-05-05,2018,2018-06-02,2018,5,6,89,216726,0.719,0.497,8,-7.661,1,0.681,0.115,0,0.0898,0.345,81.651,4,71
"Charlie Puth","Attention",2017-05-13,2017,2018-02-03,2018,39,5,68,208786,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,83
"The Weeknd","Attention",2016-12-17,2016,2016-12-24,2016,2,67,96,197653,0.671,0.428,4,-7.054,0,0.124,0.682,2e-04,0.121,0.36,148.041,4,68
"Taylor Swift","August",2020-08-08,2020,2020-08-15,2020,2,23,73,261922,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4,75
"Migos","Auto Pilot",2018-02-10,2018,2018-02-10,2018,1,85,85,287992,0.924,0.716,11,-5.801,1,0.165,0.0716,0,0.201,0.254,129.987,4,54
"Lil Peep","Awful Things",2017-12-09,2017,2017-12-09,2017,1,79,79,214426,0.368,0.796,1,-4.923,0,0.0823,0.0157,0,0.0694,0.181,170.033,4,76
"Karol G","Ay, Dios Mio!",2020-10-10,2020,2020-10-10,2020,1,94,94,189840,0.715,0.706,11,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997,4,0
"Chris Brown & Tyga","Ayo",2015-01-24,2015,2015-06-06,2015,20,21,72,225226,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,4,75
"Megan Thee Stallion","B.I.T.C.H.",2020-02-08,2020,2020-04-25,2020,10,31,97,183142,0.742,0.731,11,-4.362,0,0.306,0.0851,0,0.131,0.547,174.019,4,61
"Madonna Featuring Nicki Minaj","B**** I'm Madonna",2015-07-04,2015,2015-07-11,2015,2,84,95,228853,0.738,0.61,10,-5.63,0,0.182,0.054,0.000469,0.162,0.527,149.979,4,12
"Sugarland Featuring Taylor Swift","Babe",2018-05-05,2018,2018-06-23,2018,2,72,95,215106,0.535,0.777,4,-3.292,1,0.207,0.0187,1.62e-06,0.136,0.664,171.72,4,66
"A$AP Rocky","Babushka Boi",2019-09-14,2019,2019-09-14,2019,1,69,69,187105,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,4,78
"Easton Corbin","Baby Be My Love Song",2015-04-25,2015,2015-08-08,2015,16,56,99,199746,0.488,0.713,0,-6.148,1,0.0472,0.0569,0,0.305,0.483,167.973,4,56
"Action Bronson Featuring Chance The Rapper","Baby Blue",2015-04-11,2015,2015-04-11,2015,1,91,91,280160,0.828,0.487,6,-6.142,0,0.0343,0.247,1.86e-05,0.136,0.761,85.027,4,66
"Dean Martin","Baby It's Cold Outside",2020-01-04,2020,2020-01-04,2020,1,45,45,143733,0.469,0.196,0,-16.093,1,0.0571,0.882,0,0.0513,0.537,130.036,3,43
"Lil Uzi Vert","Baby Pluto",2020-03-21,2020,2020-04-11,2020,4,6,98,210261,0.772,0.634,10,-6.101,0,0.212,0.135,0,0.432,0.671,160.052,4,71
"Pinkfong","Baby Shark",2019-01-12,2019,2019-05-25,2019,20,32,62,96332,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,4,78
"DaBaby Featuring Offset","Baby Sitter",2019-08-24,2019,2020-01-04,2020,20,59,98,157693,0.852,0.73,1,-5.803,1,0.0579,0.0219,0,0.336,0.394,92.506,4,80
"Lil Baby & DaBaby","Baby",2019-08-03,2019,2020-01-11,2020,21,21,51,145542,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4,85
"Yella Beezy, Gucci Mane & Quavo","Bacc At It Again",2019-06-08,2019,2019-07-13,2019,6,78,98,228185,0.948,0.623,8,-5.725,0,0.168,0.00124,1.07e-06,0.0716,0.856,135.979,4,61
"Yella Beezy, Gucci Mane & Quavo","Bacc At It Again",2019-06-08,2019,2019-07-13,2019,6,78,98,228185,0.948,0.623,8,-5.725,0,0.168,0.00124,1.07e-06,0.0716,0.856,135.979,4,62
"Prince Royce Featuring Jennifer Lopez & Pitbull","Back It Up",2015-06-27,2015,2015-08-15,2015,2,92,98,200920,0.724,0.78,1,-6.772,1,0.0803,0.139,0,0.0371,0.771,104.024,4,56
"Gucci Mane & Drake","Back On Road",2016-08-13,2016,2016-08-13,2016,1,81,81,149080,0.833,0.673,1,-6.981,0,0.315,0.329,0,0.136,0.753,148.019,4,57
"Drake","Back To Back",2015-08-22,2015,2016-01-02,2016,20,21,74,170637,0.635,0.472,8,-3.869,0,0.511,0.00898,0,0.117,0.373,174.008,4,70
"Chris Brown","Back To Sleep",2016-01-02,2016,2016-05-14,2016,20,20,70,201253,0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.721,92.981,4,66
"Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals","Back To You",2017-08-12,2017,2017-10-14,2017,10,40,88,190427,0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,4,75
"Selena Gomez","Back To You",2018-05-26,2018,2018-11-17,2018,26,18,50,207904,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4,82
"DeJ Loaf Featuring Big Sean","Back Up",2015-10-24,2015,2016-02-20,2016,18,47,96,241266,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,4,69
"Lil Durk","Backdoor",2021-01-02,2021,2021-02-13,2021,4,62,95,2e+05,0.665,0.549,4,-7.597,0,0.311,0.107,3.51e-06,0.27,0.229,82.069,4,59
"Pardison Fontaine Featuring Cardi B","Backin' It Up",2018-10-06,2018,2019-03-09,2019,20,40,95,190466,0.796,0.68,10,-4.853,0,0.353,0.0886,0,0.268,0.565,164.932,4,70
"Granger Smith","Backroad Song",2015-12-26,2015,2016-04-09,2016,16,49,94,236786,0.488,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.751,174.006,4,62
"Migos Featuring Lil Uzi Vert","Bad And Boujee",2016-12-03,2016,2017-08-05,2017,36,1,76,343150,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,4,78
"Halsey","Bad At Love",2017-09-23,2017,2018-04-28,2018,32,5,81,181279,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,4,79
"Young Thug Featuring Lil Baby","Bad Bad Bad",2019-08-31,2019,2019-10-26,2019,9,32,99,149040,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,4,82
"Young Thug Featuring Lil Baby","Bad Bad Bad",2019-08-31,2019,2019-10-26,2019,9,32,99,149040,0.974,0.596,6,-8.888,1,0.184,0.0976,0,0.151,0.892,111.959,4,82
"YoungBoy Never Broke Again","Bad Bad",2020-03-07,2020,2020-03-07,2020,1,59,59,138683,0.682,0.809,3,-4.331,0,0.378,0.491,0,0.217,0.812,180.088,4,59
"Pop Smoke","Bad Bitch From Tokyo (Intro)",2020-07-18,2020,2020-07-18,2020,1,55,55,48000,0.645,0.64,10,-6.871,0,0.179,0.395,1.04e-05,0.286,0.674,140.248,4,61
"Taylor Swift Featuring Kendrick Lamar","Bad Blood",2014-11-15,2014,2015-10-31,2015,25,1,80,211933,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,4,63
"Juice WRLD","Bad Energy",2020-07-25,2020,2020-08-01,2020,2,16,68,186749,0.654,0.452,7,-6.36,1,0.0439,0.17,0,0.114,0.532,138.034,4,74
"Meek Mill Featuring Nicki Minaj","Bad For You",2015-07-18,2015,2015-07-25,2015,2,78,96,203573,0.68,0.571,8,-7.054,1,0.222,0.378,0,0.103,0.0911,145.021,4,58
"Billie Eilish","Bad Guy",2019-04-13,2019,2020-03-14,2020,49,1,45,194087,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,95
"Billie Eilish","Bad Guy",2019-04-13,2019,2020-03-14,2020,49,1,45,194087,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,96
"Ariana Grande","Bad Idea",2019-02-23,2019,2019-03-09,2019,3,27,90,212163,0.847,0.579,1,-5.314,1,0.0719,0.0268,0.0545,0.102,0.569,137.998,4,60
"Imagine Dragons","Bad Liar",2018-11-24,2018,2019-05-04,2019,9,56,85,260773,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4,84
"Selena Gomez","Bad Liar",2017-06-03,2017,2017-09-02,2017,14,20,83,214647,0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,4,75
"Khalid","Bad Luck",2019-04-20,2019,2019-04-20,2019,1,87,87,231653,0.432,0.52,1,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,4,72
"Lady Gaga","Bad Romance",2009-11-14,2009,2017-02-25,2017,35,2,50,294573,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4,80
"XXXTENTACION Featuring PnB Rock & Trippie Redd","Bad Vibes Forever",2019-12-21,2019,2019-12-21,2019,1,85,85,150475,0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,4,80
"XXXTENTACION","BAD!",2018-11-24,2018,2019-02-09,2019,11,16,97,150475,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4,82
"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie","Baguettes In The Face",2019-07-27,2019,2019-09-21,2019,6,81,95,174100,0.883,0.525,2,-8.054,0,0.0633,0.189,0,0.0971,0.312,99.978,4,82
"Selena Gomez With Rauw Alejandro","Baila Conmigo",2021-02-13,2021,2021-03-27,2021,2,74,84,186087,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903,4,89
"Wiz Khalifa Featuring Travi$ Scott","Bake Sale",2016-02-13,2016,2016-02-27,2016,2,56,74,238533,0.864,0.551,3,-5.198,1,0.22,0.144,0,0.104,0.38,139.934,4,60
"Post Malone Featuring Nicki Minaj","Ball For Me",2018-05-12,2018,2018-08-11,2018,14,16,89,206266,0.792,0.56,9,-4.125,1,0.225,0.493,0,0.0849,0.505,134.044,4,76
"Mustard Featuring Roddy Ricch","Ballin'",2019-08-03,2019,2019-12-28,2019,22,14,94,180434,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4,89
"Juice WRLD & YoungBoy Never Broke Again","Bandit",2019-10-19,2019,2020-02-29,2020,20,10,62,189322,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051,4,93
"Jessie J, Ariana Grande & Nicki Minaj","Bang Bang",2014-08-16,2014,2015-03-14,2015,31,3,50,199386,0.706,0.786,0,-3.417,0,0.0909,0.26,0,0.38,0.749,150.035,4,79
"David Guetta Featuring Sia & Fetty Wap","Bang My Head",2016-01-30,2016,2016-03-05,2016,6,76,98,193333,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,4,66
"AJR","Bang!",2020-07-04,2020,2021-03-13,2021,35,8,99,170858,0.74,0.516,1,-6.233,0,0.0507,0.0183,0,0.0558,0.698,139.918,4,75
"21 Savage","Bank Account",2017-07-29,2017,2018-02-03,2018,28,12,47,220306,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,4,81
"Kenny Chesney","Bar At The End Of The World",2017-04-29,2017,2017-04-29,2017,1,92,92,207306,0.529,0.8,2,-3.726,1,0.031,0.00541,0,0.104,0.687,100.035,4,54
"Nicki Minaj","Barbie Dreams",2018-08-25,2018,2018-10-06,2018,7,18,70,279866,0.855,0.787,8,-4.134,0,0.334,0.313,0,0.194,0.702,88.003,4,68
"Nicki Minaj","Barbie Tingz",2018-04-21,2018,2018-05-19,2018,4,25,84,191699,0.917,0.689,6,-6.225,1,0.264,0.0849,0,0.603,0.443,102.414,4,66
"Ed Sheeran","Barcelona",2017-03-25,2017,2017-03-25,2017,1,96,96,191146,0.747,0.76,1,-4.294,1,0.187,0.448,0,0.153,0.682,99.975,4,71
"Cardi B Featuring 21 Savage","Bartier Cardi",2018-01-06,2018,2018-05-19,2018,20,14,81,224284,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,4,72
"YoungBoy Never Broke Again","Bat Man",2020-03-07,2020,2020-03-07,2020,1,89,89,178655,0.782,0.67,1,-4.332,0,0.358,0.118,0,0.0956,0.745,172.006,4,53
"Migos Featuring 21 Savage","BBO (Bad Bitches Only)",2018-02-10,2018,2018-02-17,2018,2,48,89,251858,0.804,0.774,4,-5.79,0,0.0638,0.044,1.38e-06,0.217,0.493,161.955,4,66
"Ariana Grande","Be Alright",2016-04-09,2016,2016-04-09,2016,1,43,43,174604,0.813,0.456,1,-7.667,0,0.0685,0.169,2.85e-06,0.105,0.587,108.801,4,58
"Dean Lewis","Be Alright",2018-11-10,2018,2019-05-25,2019,29,23,94,196373,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4,85
"Cardi B","Be Careful",2018-04-14,2018,2018-08-25,2018,20,11,64,210787,0.82,0.568,6,-8.23,0,0.411,0.0256,0,0.0952,0.535,152.279,4,73
"Lil Pump Featuring Lil Wayne","Be Like Me",2019-03-09,2019,2019-03-09,2019,1,72,72,240000,0.948,0.396,5,-8.08,0,0.173,0.00335,0,0.192,0.593,104.006,4,69
"Kid Ink Featuring DeJ Loaf","Be Real",2015-05-02,2015,2015-09-12,2015,20,43,96,206720,0.762,0.601,9,-5.415,0,0.0817,0.0702,0.000351,0.151,0.377,99.95,4,67
"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","Beast Mode",2017-10-21,2017,2017-10-21,2017,1,86,86,258158,0.611,0.478,0,-5.839,1,0.107,0.035,0,0.107,0.138,172.076,4,67
"Luke Combs","Beautiful Crazy",2018-05-19,2018,2019-06-22,2019,31,21,99,193200,0.552,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,82
"Zac Brown Band","Beautiful Drug",2015-11-21,2015,2016-04-23,2016,20,52,100,191600,0.61,0.857,8,-5.267,0,0.0877,0.0424,2e-06,0.128,0.373,125.838,4,61
"Nick Fradiani","Beautiful Life",2015-05-30,2015,2015-05-30,2015,1,93,93,211066,0.578,0.903,6,-3.886,1,0.0533,0.073,0,0.179,0.416,108.798,3,39
"Zedd Featuring Jon Bellion","Beautiful Now",2015-06-06,2015,2015-09-26,2015,14,64,97,218293,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,4,72
"Polo G","Beautiful Pain (Losin My Mind)",2020-05-30,2020,2020-05-30,2020,1,92,92,171441,0.597,0.477,1,-9.638,0,0.642,0.137,0,0.113,0.512,80.382,4,71
"Ed Sheeran Featuring Khalid","Beautiful People",2019-07-13,2019,2020-01-18,2020,26,13,50,197866,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4,90
"P!nk","Beautiful Trauma",2017-12-09,2017,2018-04-14,2018,15,78,99,250053,0.412,0.619,7,-6.39,1,0.0725,0.0868,2.55e-06,0.4,0.234,95.977,4,69
"Kid Cudi","Beautiful Trip",2020-12-26,2020,2020-12-26,2020,1,100,100,37013,0.331,0.513,11,-15.392,0,0.632,0.972,0.953,0.882,0.42,133.971,4,56
"Bazzi Featuring Camila Cabello","Beautiful",2018-08-18,2018,2019-02-16,2019,27,26,60,180000,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,4,83
"Ariana Grande & John Legend","Beauty And The Beast",2017-02-25,2017,2017-02-25,2017,1,87,87,227928,0.492,0.532,6,-7.035,1,0.027,0.134,0,0.101,0.267,81.306,4,69
"Tory Lanez Featuring Snoop Dogg","Beauty In The Benz",2019-11-30,2019,2019-11-30,2019,1,87,87,237452,0.72,0.517,10,-9.191,1,0.369,0.199,0,0.164,0.445,119.952,5,73
"6ix9ine Featuring Anuel AA","BEBE",2018-09-15,2018,2018-12-08,2018,5,30,88,217822,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,4,79
"Nicki Minaj Featuring Skylar Grey","Bed Of Lies",2014-12-06,2014,2015-01-17,2015,6,62,91,269946,0.715,0.67,11,-5.779,1,0.194,0.251,0,0.109,0.124,86.01,4,56
"Nicki Minaj Featuring Ariana Grande","Bed",2018-06-30,2018,2018-09-01,2018,10,42,91,189533,0.757,0.73,7,-6.304,1,0.187,0.0348,6.17e-05,0.136,0.451,90.013,4,72
"Liam Payne","Bedroom Floor",2017-11-11,2017,2017-11-11,2017,1,98,98,188346,0.597,0.68,1,-7.104,1,0.0769,0.322,0.000143,0.111,0.195,119.946,4,63
"Justin Bieber","Been You",2015-12-05,2015,2015-12-05,2015,1,81,81,199226,0.736,0.794,7,-6.178,0,0.077,0.0255,0,0.322,0.854,113,4,60
"Luke Combs","Beer Never Broke My Heart",2019-05-18,2019,2019-10-05,2019,21,21,68,186733,0.54,0.863,1,-4.483,1,0.0481,0.0138,0,0.0874,0.64,77,4,79
"Luke Combs","Beer Never Broke My Heart",2019-05-18,2019,2019-10-05,2019,21,21,68,186733,0.54,0.863,1,-4.483,1,0.0481,0.0138,0,0.0874,0.64,77,4,79
"Darius Rucker","Beers And Sunshine",2020-11-21,2020,2021-04-03,2021,15,42,100,178278,0.57,0.645,5,-5.816,1,0.0304,0.134,0,0.147,0.677,81.084,4,71
"Beyonce","Before I Let Go",2019-05-04,2019,2019-08-17,2019,16,65,100,240776,0.713,0.842,6,-5.424,0,0.0984,0.0686,0,0.341,0.435,102.968,4,66
"Beyonce","Before I Let Go",2019-05-04,2019,2019-08-17,2019,16,65,100,240776,0.713,0.842,6,-5.424,0,0.0984,0.0686,0,0.341,0.435,102.968,4,67
"Lewis Capaldi","Before You Go",2020-02-08,2020,2021-02-27,2021,52,9,97,215106,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,4,84
"Iggy Azalea Featuring M0","Beg For It",2014-11-08,2014,2015-02-21,2015,16,27,92,178107,0.805,0.745,10,-4.303,0,0.044,0.209,0.000129,0.0881,0.374,92.985,4,51
"Drake","Behind Barz",2019-09-28,2019,2019-10-05,2019,2,75,83,163120,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,4,79
"Travis Scott","Beibs In The Trap",2017-01-21,2017,2017-02-04,2017,3,90,97,213863,0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,4,74
"Mumford & Sons","Believe",2015-03-28,2015,2015-07-04,2015,15,31,94,221039,0.359,0.621,11,-7.482,0,0.0443,0.0253,0.0586,0.223,0.422,113.699,4,61
"Imagine Dragons","Believer",2017-02-25,2017,2018-02-10,2018,51,4,66,204346,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4,89
"Romeo Santos Featuring Nicky Jam & Daddy Yankee","Bella y Sensual",2017-12-23,2017,2017-12-23,2017,1,95,95,204700,0.635,0.713,11,-6.909,1,0.0937,0.228,0,0.0506,0.749,179.864,4,75
"Lil Baby & Gunna","Belly",2018-10-20,2018,2018-10-20,2018,1,80,80,191724,0.766,0.692,1,-5.343,1,0.0705,0.175,0,0.0844,0.426,120.028,4,60
"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno","Best Friend",2018-01-13,2018,2018-02-10,2018,5,81,100,184880,0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023,4,65
"Sophia Grace","Best Friends",2015-01-24,2015,2015-01-24,2015,1,87,87,232928,0.52,0.508,6,-8.391,0,0.257,0.00623,0.051,0.118,0.671,87.795,1,23
"Young Thug","Best Friend",2015-12-12,2015,2016-04-23,2016,20,45,98,213000,0.959,0.598,8,-5.534,1,0.0713,0.0358,0,0.358,0.408,127.029,4,67
"Cardi B Featuring Chance The Rapper","Best Life",2018-04-21,2018,2018-05-05,2018,3,39,100,284855,0.62,0.625,9,-7.438,1,0.553,0.287,0,0.314,0.665,167.911,4,65
"Russ & BIA","BEST ON EARTH",2019-12-21,2019,2020-05-02,2020,20,46,100,160720,0.568,0.764,5,-3.465,0,0.255,0.217,0,0.0931,0.625,179.985,4,82
"Ed Sheeran Featuring YEBBA","Best Part Of Me",2019-07-27,2019,2019-07-27,2019,1,99,99,243266,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,4,75
"Daniel Caesar Featuring H.E.R.","Best Part",2018-08-04,2018,2018-12-08,2018,19,75,94,209831,0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,4,81
"Jimmie Allen","Best Shot",2018-09-29,2018,2019-02-09,2019,20,37,97,195053,0.629,0.464,4,-8.72,1,0.0334,0.75,0,0.0853,0.523,156.051,4,73
"Lil Xan","Betrayed",2017-12-02,2017,2018-04-07,2018,19,64,93,187173,0.821,0.434,10,-9.194,0,0.118,0.434,0,0.128,0.241,120.012,4,77
"Little Big Town","Better Man",2016-11-19,2016,2017-04-01,2017,20,34,80,263120,0.514,0.836,5,-3.663,1,0.0381,0.112,0,0.0878,0.501,143.888,4,64
"Post Malone","Better Now",2018-05-12,2018,2019-05-04,2019,52,3,42,231266,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,4,88
"Luke Combs","Better Together",2019-11-23,2019,2021-04-03,2021,25,15,72,219573,0.552,0.225,0,-11.501,1,0.0477,0.826,0,0.111,0.67,138.002,4,75
"Khalid","Better",2018-09-29,2018,2019-08-24,2019,48,8,87,229320,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4,81
"Khalid","Better",2018-09-29,2018,2019-08-24,2019,48,8,87,229320,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4,82
"Zayn","Better",2020-10-10,2020,2020-10-10,2020,1,89,89,174516,0.637,0.418,2,-7.137,1,0.301,0.353,0,0.131,0.0807,84.295,4,70
"Taylor Swift","Betty",2020-08-08,2020,2020-08-15,2020,2,42,91,294521,0.593,0.377,0,-8.761,1,0.0253,0.6,0,0.0976,0.502,95.939,4,72
"Big Sean Featuring A$AP Ferg & Hit-Boy","Bezerk",2019-09-14,2019,2019-09-14,2019,1,89,89,151066,0.684,0.687,2,-4.673,1,0.2,0.0164,0,0.253,0.265,184.026,4,75
"Karol G","Bichota",2020-12-05,2020,2021-03-13,2021,13,72,100,178946,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,85
"Cardi B","Bickenhead",2018-04-21,2018,2018-04-28,2018,2,43,68,181623,0.884,0.814,7,-5.333,1,0.303,0.154,1.67e-06,0.158,0.907,155.938,4,64
"YG Featuring 2 Chainz, Big Sean & Nicki Minaj","Big Bank",2018-06-09,2018,2018-11-24,2018,24,16,97,237240,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,4,76
"Gucci Mane Featuring Kodak Black & London On Da Track","Big Boy Diamonds",2019-11-16,2019,2019-11-16,2019,1,100,100,151481,0.883,0.635,0,-6.284,0,0.299,0.0307,0,0.114,0.542,129.042,4,75
"Kevin Gates","Big Gangsta",2021-04-24,2021,2021-05-22,2021,5,81,92,243462,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,4,79
"Megan Thee Stallion","Big Ole Freak",2019-04-20,2019,2019-07-06,2019,12,65,99,214850,0.799,0.699,2,-7.694,1,0.204,0.00867,0,0.132,0.627,142.979,4,73
"Megan Thee Stallion","Big Ole Freak",2019-04-20,2019,2019-07-06,2019,12,65,99,214850,0.799,0.699,2,-7.694,1,0.204,0.00867,0,0.132,0.627,142.979,4,74
"Coi Leray & Pooh Shiesty","Big Purr (Prrdd)",2021-04-10,2021,2021-04-24,2021,3,69,89,116760,0.774,0.412,1,-8.619,1,0.378,0.026,0,0.088,0.38,139.943,4,8
"Drake & Future","Big Rings",2015-10-10,2015,2016-02-20,2016,20,52,76,217706,0.776,0.675,8,-6.224,0,0.266,0.00196,0,0.227,0.271,131.984,4,64
"Kendrick Lamar & Travis Scott","Big Shot",2018-02-24,2018,2018-03-03,2018,2,71,83,221826,0.855,0.478,1,-9.116,1,0.193,0.00759,0,0.101,0.284,130.018,4,71
