District,School,Subject,2018%,2019%,2022%,2023%
Rutherford County Schools,R-S Middle School,Math Grade 3-8,50.5,57.2,48.4,51
Rutherford County Schools,R-S Middle School,Science Grade 5&8,80.1,77,77.2,82.1
Rutherford County Schools,R-S Central High School,Biology,55.3,48,51,68.6
Rutherford County Schools,R-S Central High School,English II,59.6,57.9,46.6,58.2
Rutherford County Schools,Rutherford Early College High School,Biology,97.5,97.5,76.5,69.2
Rutherford County Schools,Rutherford Early College High School,English II,94.6,97.5,86.8,97.5
Rutherford County Schools,Rutherford Opportunity Center,Reading Grade 3-8,2.5,31,6.3,10.5
Rutherford County Schools,Rutherford Opportunity Center,Math Grade 3-8,2.5,2.5,2.5,5.3
Rutherford County Schools,Rutherford Opportunity Center,Science Grade 5&8,10,50,41.2,25
Rutherford County Schools,Rutherford Opportunity Center,Biology,12.9,13.3,2.5,12
Rutherford County Schools,Rutherford Opportunity Center,English II,32,13,12.5,15.8
Rutherford County Schools,Rutherfordton Elementary School,Reading Grade 3-8,64.8,65,52.6,55.2
Rutherford County Schools,Rutherfordton Elementary School,Math Grade 3-8,74.3,67,53.2,63.4
Rutherford County Schools,Rutherfordton Elementary School,Science Grade 5&8,85.9,84.2,82.1,84.8
Rutherford County Schools,Spindale Elementary School,Reading Grade 3-8,45.7,45.4,32,37.3
Rutherford County Schools,Spindale Elementary School,Math Grade 3-8,53.8,57.6,45.6,63.3
Rutherford County Schools,Spindale Elementary School,Science Grade 5&8,78.3,77,57.8,81
Rutherford County Schools,Sunshine Elementary School,Reading Grade 3-8,72.7,79.5,58.5,81.2
Rutherford County Schools,Sunshine Elementary School,Math Grade 3-8,80.7,79.5,67,82.6
Rutherford County Schools,Sunshine Elementary School,Science Grade 5&8,92.6,87.9,77.8,83.3
Sampson County Schools,Roseboro Elementary,Reading Grade 3-8,58.1,61.5,37.1,44.4
Sampson County Schools,Roseboro Elementary,Math Grade 3-8,75.9,60.5,55.3,57.9
Sampson County Schools,Roseboro Elementary,Science Grade 5&8,78.5,85.7,58.9,66.2
Sampson County Schools,Clement Elementary,Reading Grade 3-8,87.4,85.7,54.1,59.4
Sampson County Schools,Clement Elementary,Math Grade 3-8,90.1,86.9,57.5,58.8
Sampson County Schools,Clement Elementary,Science Grade 5&8,97.5,91.7,68.2,60.3
Sampson County Schools,Sampson Early College High,Biology,93.5,79.6,88.7,90
Sampson County Schools,Sampson Early College High,English II,91.9,92.4,88.9,89.5
Sampson County Schools,Hargrove Elementary,Reading Grade 3-8,64.4,61.5,49.4,50.6
Sampson County Schools,Hargrove Elementary,Math Grade 3-8,82.2,75.9,64,60.1
Sampson County Schools,Hargrove Elementary,Science Grade 5&8,86.2,87.9,64.4,64.8
Sampson County Schools,Hobbton Elementary,Reading Grade 3-8,69.5,59.8,45,58.1
Sampson County Schools,Hobbton Elementary,Math Grade 3-8,74.9,70.3,69.2,77.8
Sampson County Schools,Hobbton Elementary,Science Grade 5&8,76.1,78.9,79.5,70.1
Sampson County Schools,Hobbton Middle,Reading Grade 3-8,60.9,63.1,42.7,46.5
Sampson County Schools,Hobbton Middle,Math Grade 3-8,56.3,60.5,45.2,48.2
Sampson County Schools,Hobbton Middle,Science Grade 5&8,74.8,76.4,73.8,74.6
Sampson County Schools,Hobbton High,Biology,50.9,42.6,28.2,45.3
Sampson County Schools,Hobbton High,English II,59.5,61.5,49.2,54.4
Sampson County Schools,Lakewood High,Biology,44.1,47,40.6,38.7
Sampson County Schools,Lakewood High,English II,42.1,61.2,56.9,47.2
Sampson County Schools,Midway Elementary,Reading Grade 3-8,67.3,63.6,40.9,45.3
Sampson County Schools,Midway Elementary,Math Grade 3-8,81,70.1,48.4,61.3
Sampson County Schools,Midway Elementary,Science Grade 5&8,87.7,88.9,71,62.5
Sampson County Schools,Midway High,Biology,65.9,59.3,56.1,39.2
Sampson County Schools,Midway High,English II,58.2,69.5,57.3,53.9
Sampson County Schools,Midway Middle,Reading Grade 3-8,67.8,67.3,57.3,54.4
Sampson County Schools,Midway Middle,Math Grade 3-8,70.7,76.5,66.2,65.2
Sampson County Schools,Midway Middle,Science Grade 5&8,91,89.2,91.6,82.6
Sampson County Schools,Plain View Elementary,Reading Grade 3-8,73.7,71.3,54.7,55.2
Sampson County Schools,Plain View Elementary,Math Grade 3-8,90.9,83.2,67.4,63.4
Sampson County Schools,Plain View Elementary,Science Grade 5&8,97.5,97.5,89.6,87.8
Sampson County Schools,Union Middle,Reading Grade 3-8,53.7,54.1,43.9,43
Sampson County Schools,Union Middle,Math Grade 3-8,46,49.8,36.4,32.9
Sampson County Schools,Union Middle,Science Grade 5&8,71.3,74.4,68,62.7
Sampson County Schools,Roseboro-Salemburg Middle,Reading Grade 3-8,59.8,58,41,43.6
Sampson County Schools,Roseboro-Salemburg Middle,Math Grade 3-8,43.5,51.7,30.7,29.1
Sampson County Schools,Roseboro-Salemburg Middle,Science Grade 5&8,82.9,85.6,64.9,62.5
Sampson County Schools,Salemburg Elementary,Reading Grade 3-8,54.5,51.9,39.5,37.7
Sampson County Schools,Salemburg Elementary,Math Grade 3-8,69.3,61.1,53.5,54.1
Sampson County Schools,Salemburg Elementary,Science Grade 5&8,79.7,76.1,82.8,84
Sampson County Schools,Union Intermediate,Reading Grade 3-8,60.8,56,34,43.1
Sampson County Schools,Union Intermediate,Math Grade 3-8,66.1,57,47.4,55.3
Sampson County Schools,Union Intermediate,Science Grade 5&8,79.2,78.8,44.3,58.9
Sampson County Schools,Union High,Biology,44.6,52.9,48,38.5
Sampson County Schools,Union High,English II,47.3,49.2,43.2,41
Clinton City Schools,Clinton High,Biology,38.6,50.8,30.4,32.7
Clinton City Schools,Clinton High,English II,51.9,52.9,43.2,43.2
Clinton City Schools,Sampson Middle,Reading Grade 3-8,52.1,48.2,49.9,45.2
Clinton City Schools,Sampson Middle,Math Grade 3-8,48.5,49.9,52.2,45.9
Clinton City Schools,Sampson Middle,Science Grade 5&8,69.6,67.5,71.3,58.9
Clinton City Schools,Sunset Avenue Elementary,Reading Grade 3-8,56.4,53.2,39.2,42.5
Clinton City Schools,Sunset Avenue Elementary,Math Grade 3-8,67.2,65.2,53.7,61.7
Clinton City Schools,Sunset Avenue Elementary,Science Grade 5&8,74.2,69.5,65.2,59.1
Scotland County Schools,Carver Middle,Reading Grade 3-8,53.1,44.6,25.4,23.8
Scotland County Schools,Carver Middle,Math Grade 3-8,51.7,49.5,24.2,18.4
Scotland County Schools,Carver Middle,Science Grade 5&8,76.3,74.7,53.4,38.6
Scotland County Schools,Laurel Hill Elementary,Reading Grade 3-8,62.6,46.6,29.7,35.4
Scotland County Schools,Laurel Hill Elementary,Math Grade 3-8,70.3,47.4,36.4,44.1
Scotland County Schools,Laurel Hill Elementary,Science Grade 5&8,83.9,73.3,46.7,46.6
Scotland County Schools,Scotland High School,Biology,40.7,39.3,30.3,30.7
Scotland County Schools,Scotland High School,English II,48.7,39.6,37.3,45.1
Scotland County Schools,Scotland Early College High,Biology,91.7,83.3,94.6,64.5
Scotland County Schools,Scotland Early College High,English II,92,94.3,79.4,81
Scotland County Schools,Spring Hill Middle,Reading Grade 3-8,50.5,45.4,33.1,34.1
Scotland County Schools,Spring Hill Middle,Math Grade 3-8,46.7,47.8,37,35.4
Scotland County Schools,Spring Hill Middle,Science Grade 5&8,66.1,74.1,61.1,51.2
Scotland County Schools,Wagram Elementary,Reading Grade 3-8,50.5,39.2,31,34.8
Scotland County Schools,Wagram Elementary,Math Grade 3-8,52,45.3,24.3,36.2
Scotland County Schools,Wagram Elementary,Science Grade 5&8,54.8,72.6,37.7,47.1
Scotland County Schools,Sycamore Lane Elementary,Reading Grade 3-8,29.2,28.8,28,32.4
Scotland County Schools,Sycamore Lane Elementary,Math Grade 3-8,39.3,30.8,24.3,26.5
Scotland County Schools,Sycamore Lane Elementary,Science Grade 5&8,51.4,65.1,35.7,29.4
Stanly County Schools,Albemarle High,Biology,38.5,43.8,14.5,27.1
Stanly County Schools,Albemarle High,English II,50.4,31.5,18.7,33.6
Stanly County Schools,Albemarle Middle,Reading Grade 3-8,39,44.7,33.2,25.9
Stanly County Schools,Albemarle Middle,Math Grade 3-8,32.2,48.3,29.5,18.5
Stanly County Schools,Albemarle Middle,Science Grade 5&8,63.2,68.8,67.8,53.5
Stanly County Schools,Aquadale Elementary,Reading Grade 3-8,60.1,50.3,43.1,43.3
Stanly County Schools,Aquadale Elementary,Math Grade 3-8,79.7,67.3,50,59.8
Stanly County Schools,Aquadale Elementary,Science Grade 5&8,94.2,81.5,51.6,55.6
Stanly County Schools,Badin Elementary,Reading Grade 3-8,63.3,66.8,55.9,51.1
Stanly County Schools,Badin Elementary,Math Grade 3-8,64.3,71.5,64.8,56.3
Stanly County Schools,Badin Elementary,Science Grade 5&8,93,93.3,78.7,89.5
Stanly County Schools,Central Elementary,Reading Grade 3-8,41.2,38.3,30.8,28.7
Stanly County Schools,Central Elementary,Math Grade 3-8,48.1,40,35,34.8
Stanly County Schools,Central Elementary,Science Grade 5&8,65.2,58.1,41.6,32.9
Stanly County Schools,Endy Elementary,Reading Grade 3-8,46.2,57.7,41.3,37.8
Stanly County Schools,Endy Elementary,Math Grade 3-8,49.7,62.8,47.9,41.9
Stanly County Schools,Endy Elementary,Science Grade 5&8,57.7,78.6,65,63.6
Stanly County Schools,East Albemarle Elementary,Reading Grade 3-8,31.5,36.4,32.5,34.8
Stanly County Schools,East Albemarle Elementary,Math Grade 3-8,51.5,51.2,34.6,27.3
Stanly County Schools,East Albemarle Elementary,Science Grade 5&8,65.6,60.7,52.5,30.4
Stanly County Schools,Locust Elementary,Reading Grade 3-8,60.2,69.5,68,65.8
Stanly County Schools,Locust Elementary,Math Grade 3-8,61.4,76.2,77.7,79.3
Stanly County Schools,Locust Elementary,Science Grade 5&8,66.7,75,92.7,83.9
Stanly County Schools,Millingport Elementary,Reading Grade 3-8,39,52.5,51.5,57.4
Stanly County Schools,Millingport Elementary,Math Grade 3-8,55.1,63.6,62.9,80.2
Stanly County Schools,Millingport Elementary,Science Grade 5&8,53.7,84.4,68.8,80
Stanly County Schools,North Stanly Middle,Reading Grade 3-8,51.1,53.2,41.9,41
Stanly County Schools,North Stanly Middle,Math Grade 3-8,44.6,53.2,29.6,36
Stanly County Schools,North Stanly Middle,Science Grade 5&8,81.6,80.1,67.1,55.3
Stanly County Schools,North Stanly High,Biology,62,59.4,32.7,29.9
Stanly County Schools,North Stanly High,English II,59.9,51.4,38.8,44.7
Stanly County Schools,Norwood Elementary,Reading Grade 3-8,49.8,51.3,39.6,37.3
Stanly County Schools,Norwood Elementary,Math Grade 3-8,40.8,51.3,35.7,40.5
Stanly County Schools,Norwood Elementary,Science Grade 5&8,54.4,68.8,49.1,40
Stanly County Schools,Oakboro Choice STEM,Reading Grade 3-8,55.5,57.8,61.7,64.7
Stanly County Schools,Oakboro Choice STEM,Math Grade 3-8,31.8,48.7,66.1,72.6
Stanly County Schools,Oakboro Choice STEM,Science Grade 5&8,40.8,69.6,82.4,87.8
Stanly County Schools,Richfield Elementary,Reading Grade 3-8,57.4,60.6,44.8,51.9
Stanly County Schools,Richfield Elementary,Math Grade 3-8,50.6,61.8,49,51.2
Stanly County Schools,Richfield Elementary,Science Grade 5&8,79.7,80.4,63,74.1
Stanly County Schools,West Stanly Middle School,Reading Grade 3-8,61.6,57.8,58.2,61.8
